unvocalized,vocalized,jamid,root
رماد,رَمادٌ,1,رمد
رامس,رَامِسٌ,1,رمس
رمش,رَمْشٌ,1,رمش
مرماش,مِرْمَاشٌ,1,رمش
أرنب,أَرْنَبٌ,1,رنب
رهط,رَهْطٌ,1,رهط
مروب,مِرْوَبٌ,1,روب
روث,رَوْثٌ,1,روث
تراويح,تَرَاوِيحُ,1,روح
مرود,مِرْوَدٌ,1,رود
ريف,رِيفٌ,1,ريف
ريق,رِيقٌ,1,ريق
ريم,رِيمٌ,1,ريم
زاغ,زاغٌ,1,زوغ
زبيب,زَبيبٌ,1,زبب
زبد,زَبَدٌ,1,زبد
زبد,زُبْدٌ,1,زبد
زبور,زَبورٌ,1,زبر
مزبر,مِزْبَرٌ,1,زبر
زبرج,زِبْرِجٌ,1,زبرج
زبرجد,زَبَرْجَدٌ,1,زبرجد
زبل,زِبْلٌ,1,زبل
زج,زُجٌّ,1,زجو
مزحف,مَزْحَفٌ,1,زحف
زخرف,زُخْرُفٌ,1,زخرف
مزراب,مِزْرَابٌ,1,زرب
زرزور,زُرْزُورٌ,1,زرزر
زعزع,زَعْزَع,1,زعزع
زعرور,زُعْرورٌ,1,زعرور
زعزع,زَعْزَعٌ,1,زعزع
زغلول,زُغْلولٌ,1,زغل
زفر,زُفَرٌ,1,زفر
زقاق,زُقاقٌ,1,زقق
مزلاج,مِزْلاَجٌ,1,زلج
مزلج,مَزْلَجٌ,1,زلج
مزلق,مِزْلَقٌ,1,زلق
مزامير,مَزَامِيرُ,1,زمر
مزمور,مَزْمُورٌ,1,زمر
زمرد,زُمُرُّدٌ,1,زمرد
زمام,زِمامٌ,1,زمم
زنبار,زِنْبارٌ,1,زنبار
زنبق,زَنْبَقٌ,1,زنبق
زنبور,زُنْبورٌ,1,زنبور
زنبيل,زَنْبيلٌ,1,زنبيل
زنج,زِنْجٌ,1,زنج
زناد,زِنادٌ,1,زند
زنديق,زِنْديقٌ,1,زندق
زنار,زُنَّارٌ,1,زنر
زهر,زَهْرٌ,1,زهر
زهو,زَهْوٌ,1,زهو
زاد,زادٌ,1,زود
زورق,زَوْرَقٌ,1,زورق
زيت,زَيْتٌ,1,زيت
زيج,زيجٌ,1,زيج
زير,زِيرٌ,1,زور;زير
زيز,زِيزٌ,1,زيز
زيق,زِيقٌ,1,زيق
زينب,زَيْنَبٌ,1,زينب
ساجور,سَاجُورٌ,1,ساجور
سؤر,سُؤْرٌ,1,سءر
سبب,سَبَبٌ,1,سبب
مسبح,مَسْبَحٌ,1,سبح
مسبر,مِسْبَرٌ,1,سبح
سبار,سِبَارٌ,1,سبر
مسبار,مِسْبَارٌ,1,سبر
أسبوع,أُسْبُوعٌ,1,سبع
سبع,سُبْعٌ,1,سبع
سبع,سَبُعٌ,1,سبع
مسبك,مَسْبَكٌ,1,سبك
ستر,سِتْرٌ,1,ستر
مسجد,مَسْجِدٌ,1,سجد
سجاف,سِجَافٌ,1,سجف
سجق,سُجُقّ,1,سجق
سجل,سِجِلٌّ,1,سجل
سحاب,سَحَابٌ,1,سحب
سحر,سَحَرٌ,1,سحر
سحر,سُحْرٌ,1,سحر
مسحوق,مَسْحُوق,1,سحق
مسحق,مِسْحَقٌ,1,سحق
ساحل,سَاحِلٌ,1,سحل
مسحل,مِسْحَلٌ,1,سحل
سداد,سِدَادٌ,1,سدد
مسد,مَسَدٌّ,1,مسد
سادس,سَادِسٌ,1,سدس
ست,سِتٌّ,1,سدس
مسدس,مُسَدَّسٌ,1,سدس
سديم,سَدِيمٌ,1,سدم
سادن,سَادِنٌ,1,سدن
سرادق,سُرَادِقٌ,1,سرادق
سرب,سَرْبٌ,1,سرب
سرب,سِرْبٌ,1,سرب
مسرب,مَسْرَبٌ,1,سرب
سربال,سِرْبَالُ,1,سربل
سراج,سِرَاجٌ,1,سرج
مسرح,مَسْرَحٌ,1,سرح
مسرد,مِسْرَدٌ,1,سرد
سرداب,سِرْدَابٌ,1,سرداب
سرر,سَرَرٌ,1,سرر
سرير,سَرِيرٌ,1,سرر
سرك,سِرْكٌ,1,سري
سروال,سِرْوَالٌ,1,سروال
ساطور,سَاطُورٌ,1,سطر
سطر,سَطْرٌ,1,سطر
أسطول,أُسْطولٌ,1,سطل
سطل,سَطْلٌ,1,سطل
ساعد,سَاعِدٌ,1,سعد
سفود,سَفُّودٌ,1,سفد
سفر,سَفَرٌ,1,سفر
سفر,سِفْرٌ,1,سفر
سفير,سَفِيرٌ,1,سفر
سفرجل,سَفَرْجَلٌ,1,سفرجل
سفط,سَفَطٌ,1,سفط
سفور,سَفُّورٌ,1,سفور
ساقور,سَاقُورٌ,1,سقر
سقط,سَقَطٌ,1,سقط
سقط,سِقْطٌ,1,سقط
مسقط,مَسْقِطٌ,1,سقط
أسلوب,أُسْلوبٌ,1,سلب
مسلخ,مَسْلَخٌ,1,سلخ
سلك,سِلْكٌ,1,سلو
سلك,سُلَكٌ,1,سلو
سلم,سَلْمٌ,1,سلم
سماد,سَمَادٌ,1,سمد
سمرمر,سَمَرْمَرٌ,1,سمرمر
سمسار,سِمْسَارٌ,1,سمسر
سامع,سَامِعٌ,1,سمع
مسمك,مَسْمَكٌ,1,سمك
سم,سَمٌّ,1,سمو
سموم,سَمُومٌ,1,سمم
اسم,اِسْمٌ,1,سمو
سمور,سَمُّورٌ,1,سمور
سنبك,سُنْبُكٌ,1,بكك
سناد,سِنَادٌ,1,سند
سند,سَنَدٌ,1,سند
مسند,مِسْنَدٌ,1,سند
سن,سِنٌّ,1,سنن
سنور,سِنَّوْرٌ,1,سنور
سهب,سَهْبٌ,1,سهب
سهم,سَهْمٌ,1,سهم
سهم,سَهْمٌ,1,سهم
سياط,سِياطٌ,1,سوط
سواك,سِواكٌ,1,
مسواك,مِسْوَاكٌ,1,مسو
سوام,سَوامٌ,1,سمو
سياج,سِياجٌ,1,سيج
سيخ,سِيخٌ,1,سيخ
مسار,مَسَارٌ,1,سرر
سيف,سَيْفٌ,1,سوف
سيف,سَيْفٌ,1,سوف
شؤبوب,شُؤْبُوبٌ,1,شءبب
شادن,شَادِنٌ,1,شدد
شاطئ,شَاطِئٌ,1,شاطء
شاقوف,شَاقُوفٌ,1,شاقوف
شاقول,شَاقُولٌ,1,شاقول
شأن,شَأْنٌ,1,شءن
شبل,شِبْلٌ,1,شبل
شبه,شَبَهٌ,1,
شبه,شِبْهٌ,1,
شبوط,شَبُّوطُ,1,شبوط
مشتل,مَشْتَلٌ,1,شتل
شجاب,شِجَابٌ,1,شجب
مشجب,مِشْجَبٌ,1,شجب
مشحذ,مِشْحَذٌ,1,شحذ
شحرور,شُحْرُورٌ,1,شحرور
شخص,شَخْصٌ,1,شخص
شدق,شِدْقٌ,1,شدق
شدياق,شِدْيَاقٌ,1,شدياق
شذر,شَذْرٌ,1,شذر
شراب,شَرَابٌ,1,شرب
شرار,شَرَارٌ,1,شرر
شرر,شَرَرٌ,1,شرر
شرسوف,شُرْسُوفٌ,1,شرسف
شريط,شَرِيطٌ,1,شرط
مشراط,مِشْرَاطٌ,1,شرط
مشرط,مِشْرَطٌ,1,شرط
شارع,شَارِعٌ,1,شرع
شراع,شِرَاعٌ,1,شرع
شاروف,شَارُوفٌ,1,شرف
مشرف,مَشْرَفٌ,1,شرف
مشرق,مَشْرِقٌ,1,شرق
شرو,شَرْوٌ,1,شرو
مشعر,مَشْعَر,1,شعر
شعار,شِعَارٌ,1,شغل
مشعب,مَشْعَبٌ,1,شعب
مشعر,مَشْعَرٌ,1,شعر
شعاع,شُعَاعٌ,1,شعع
شع,شُعٌّ,1,شعع
مشعال,مِشْعَالٌ,1,شعل
مشعل,مَشْعَلٌ,1,شعل
مشعل,مِشْعَلٌ,1,شعل
شعرور,شُعْرُورٌ,1,شعي
شغاف,شَغَافٌ,1,شغف
مشغل,مَشْغَلٌ,1,شغل
شفر,شُفْرٌ,1,شفر
شفير,شَفِيرٌ,1,شفر
مشفر,مِشْفَرٌ,1,شفر
شلال,شَلاَّلٌ,1,شلل
مشل,مِشَلٌّ,1,مشل
شلو,شِلْوٌ,1,شلو
شلواب,شِلْوَابٌ,1,شلوب
شمال,شَمَالٌ,1,
شمال,شِمَالٌ,1,
مشمال,مِشْمَالٌ,1,شمل
مشمل,مِشْمَلٌ,1,شمل
شناق,شِنَاقٌ,1,شنق
شهاب,شِهَابٌ,1,شهب
شهب,شَهْبٌ,1,شهب
مشوار,مِشْوَارٌ,1,شور
شوك,شَوْكٌ,1,شوي
شيخ,شَيْخٌ,1,شيخ
شيك,شِيكٌ,1,شوك
شال,شَالٌ,1,شول
صامغ,صَامِغٌ,1,صامغان
مصباح,مِصْبَاحٌ,1,صبح
صباغ,صِبَاغٌ,1,صبغ
مصح,مَصَحٌّ,1,مصح
صدغ,صُدْغٌ,1,صدغ
صداق,صَدَاقٌ,1,صدق
صاروخ,صَارُوخٌ,1,صرخ
صرصور,صُرْصُورٌ,1,صرصور
صراط,صِرَاطٌ,1,صرط
مصراع,مِصْرَاعٌ,1,صرع
مصروف,مَصْرُوف,1,صرف
مصعب,مَصْعَب,1,صعب
صعيد,صَعِيدٌ,1,صعد
مصعد,مِصْعَدٌ,1,صعد
صعلوك,صُعْلُوكٌ,1,صعلك
صفاد,صِفَادٌ,1,صفد
صفد,صَفَدٌ,1,صفد
صفر,صِفْرٌ,1,صفر
صفاق,صِفَاقٌ,1,صفق
صاقور,صَاقُورٌ,1,صقر
صقر,صَقْرٌ,1,صقر
صماغ,صِمَاغٌ,1,صماغان
صماخ,صِمَاخٌ,1,صمخ
صماد,صِمَادٌ,1,صمد
صمام,صِمَامٌ,1,صمم
صنبور,صُنْبُورٌ,1,صنبور
صنج,صَنْجٌ,1,صنج
صناديد,صَنَادِيدُ,1,صند
صنديد,صِنْدِيد,1,صند
صندوق,صُنْدُوقٌ,1,صندق
صندل,صَنْدَلٌ,1,صندل
تصنيف,تَصْنِيفٌ,1,صنف
صنف,صِنْفٌ,1,صنف
صنو,صِنْوٌ,1,صنو
صنوبر,صَنَوْبَرٌ,1,صنوبر
صيهب,صَيْهَبٌ,1,صهب
صيهد,صَيْهَدٌ,1,صهد
صهر,صِهْرٌ,1,صهر
صهور,صَهُورٌ,1,صهر
صيهور,صَيْهُورٌ,1,صهر
صهريج,صِهْرِيجٌ,1,صهرج
صور,صَوْرٌ,1,صور
صور,صُورٌ,1,صور
صوص,صُوصٌ,1,صوص
صيت,صِيتٌ,1,صوت
صاع,صَاعٌ,1,صوع
مصوغ,مَصُوغٌ,1,صوغ
صوف,صُوفٌ,1,صوف
مصاد,مَصَادٌ,1,صيد
مصيف,مَصِيفٌ,1,صيف
ضب,ضَبٌّ,1,ضبب
ضبع,ضَبْعٌ,1,ضبع
مضجع,مَضْجَعٌ,1,ضجع
ضد,ضِدٌّ,1,ضدد
ضديد,ضَدِيدٌ,1,ضدد
ضريب,ضَرِيبٌ,1,ضرب
مضراب,مِضْرَابٌ,1,ضرب
مضرب,مَضْرَبٌ,1,ضرب
مضرب,مَضْرِبٌ,1,ضرب
مضرب,مِضْرَبٌ,1,ضرب
ضريح,ضَرِيحٌ,1,ضرح
تضريس,تَضْرِيسٌ,1,ضرس
ضرام,ضِرَامٌ,1,ضرم
أضغاث,أَضْغاثٌ,1,ضغث
ضاغوط,ضَاغُوطٌ,1,ضغط
مضغط,مِضْغَطٌ,1,ضغط
ضيم,ضَيْمٌ,1,ضيم
ضفدع,ضِفْدَعٌ,1,ضفدع
ضمير,ضَمِيرٌ,1,ضمر
مضيق,مَضِيقٌ,1,ضيق
مطبخ,مَطْبَخٌ,1,طبخ
طابور,طَابُورٌ,1,طبر
طابع,طَابَعٌ,1,طبع
طبائع,طَبَائِعُ,1,طبع
طابق,طَابَقٌ,1,طبق
طاجن,طَاجِنٌ,1,طجن
طحال,طِحَالٌ,1,طحل
طحلب,طُحْلُبٌ,1,طحلب
طربوش,طَرْبُوشٌ,1,طربوش
مطرح,مَطْرَحٌ,1,طرح
طراد,طَرَّادٌ,1,طرد
طريد,طَرِيدٌ,1,طرد
طر,طُرٌّ,1,طرر
طراز,طِرَازٌ,1,طرز
طس,طَسٌّ,1,طسس
طارق,طَارِقٌ,1,طرق
طرق,طِرْقٌ,1,طرق
مطعن,مَطْعَنٌ,1,مطع
طاغوت,طَاغُوتٌ,1,طغو
طقس,طَقْسٌ,1,طقس
طقم,طَقْمٌ,1,طقم
مطلب,مَطْلَبٌ,1,طلب
طلسم,طِلْسَمٌ,1,طلسم
طلل,طَلَلٌ,1,طلل
مطمح,مَطْمَحٌ,1,طمح
طمر,طِمْرٌ,1,طمر
مطمار,مِطْمَارٌ,1,طمر
مطمر,مِطْمَرٌ,1,طمر
مطمع,مَطْمَعٌ,1,طمع
طن,طُنٌّ,1,طنن
طنب,طُنُبٌ,1,طنب
مطنب,مَطْنَبٌ,1,طنب
طنبور,طُنْبُورٌ,1,طنبور
طنجير,طِنْجِيرٌ,1,طنجير
طابع,طَابَع,1,طبع
مطاح,مَطَاح,1,طوح
مطواح,مِطْوَاحٌ,1,طوح
طود,طَوْدٌ,1,طود
طوار,طَوَارٌ,1,طور
طور,طَوْرٌ,1,طور
طاس,طَاسٌ,1,طوس
طاووس,طَاوُوسٌ,1,طوس
طاق,طَاقٌ,1,
طوق,طَوْقٌ,1,طوق
طائر,طَائِرٌ,1,طير
مطار,مَطَارٌ,1,طير
ظرب,ظَرِبٌ,1,ظرب
ظر,ظِرٌّ,1,ظرر
ظل,ظِلٌّ,1,
ظهير,ظَهيرٌ,1,ظهر
مظهر,مَظْهَرٌ,1,ظهر
عباد,عِبَادٌ,1,عبد
معبد,مَعْبَدٌ,1,عبد
عثكول,عُثْكُولٌ,1,عثكول
عتاد,عَتَادٌ,1,عتد
عجار,عِجَارٌ,1,عجر
معجن,مِعْجَنٌ,1,معج
عذاب,عَذَابٌ,1,عذب
عدو,عَدُوٌّ,1,عدو
عذار,عِذَارٌ,1,عذر
عذر,عُذْرٌ,1,عذر
عرار,عَرَارٌ,1,عرار
معراج,مِعْرَاجٌ,1,عرج
عرس,عُرْسٌ,1,عرس
عرس,عِرْسٌ,1,عرس
عروس,عَرُوسٌ,1,عرس
عروس,عَرُوسٌ,1,عرس
عريس,عَرِيسٌ,1,عرس
عريش,عَرِيشٌ,1,عرش
عرض,عَرَضٌ,1,عرض
عرض,عِرْضٌ,1,عرض
عروض,عَرُوضٌ,1,عرض
معرض,مَعْرِضٌ,1,عرض
معرض,مِعْرَضٌ,1,عرض
عراق,عِرَاقٌ,1,عرق
عراق,عِرَاقٌ,1,عرق
عرق,عِرْقٌ,1,عرق
عرقوب,عُرْقُوبٌ,1,عرق
معزف,مِعْزَفٌ,1,عزف
معزل,مَعْزِلٌ,1,عزل
عزرائيل,عِزْرَائِيلُ,1,عزراءيل
يعسوب,يَعْسُوبٌ,1,عسب
عس,عُسٌّ,1,عسس
عسقل,عَسْقَلٌ,1,عسقل
عسكر,عَسْكَرٌ,1,عسكر
عشب,عُشْبٌ,1,عشب
تعشيق,تَعْشِيقٌ,1,عشق
إعصار,إعْصَارٌ,1,عصر
معصار,مِعْصَارٌ,1,عصر
عصر,عَصْرٌ,1,عصر
عصعص,عُصْعُصٌ,1,عصعص
عصعوص,عَصْعُوصٌ,1,عصعص
عصفور,عَصْفُورٌ,1,عصفر
عصام,عِصَامٌ,1,عصم
معصم,مِعْصَمٌ,1,عصم
عصا,عَصًا,1,عصص
عضو,عُضْوٌ,1,عضو
عضد,عَضُدٌ,1,عضد
عطب,عَطَبٌ,1,عطب
معطب,مَعْطَبٌ,1,عطب
عفريت,عِفْرِيتٌ,1,عفرت
معطس,مَعْطَسٌ,1,عطس
عطاف,عِطَافٌ,1,عطر
معطف,مَعْطَفٌ,1,عطف
معطف,مِعْطَفٌ,1,عطف
عطل,عَطَلٌ,1,عطل
يعفور,يَعْفُورٌ,1,عفر
أعقاب,أعْقَابٌ,1,عقب
عقب,عَقَبٌ,1,عقب
عقب,عَقِبٌ,1,عقب
عقب,عُقْبٌ,1,عقب
يعقوب,يَعْقُوبٌ,1,عقب
تعقيد,تَعْقِيدٌ,1,عقد
عقيد,عَقِيدٌ,1,عقد
عنقود,عُنْقُودٌ,1,عقد
عقرب,عَقْرَبٌ,1,عقرب
عقعق,عَقْعَقٌ,1,عقعق
عقال,عِقَالٌ,1,عقل
معقل,مَعْقِلٌ,1,عقل
عكاز,عُكَّازٌ,1,عكز
علجوم,عُلْجُومٌ,1,علجوم
علف,عَلَفٌ,1,علف
معلف,مَعْلَفٌ,1,علف
معلاق,مِعْلاَقٌ,1,علق
عماد,عِمَادٌ,1,عمد
عمود,عَمُودٌ,1,عمد
معامل,مُعَامِلٌ,1,عمل
معمل,مَعْمَلٌ,1,عمل
عملاق,عِمْلاَقٌ,1,عملق
عناق,عَنَاقٌ,1,عناق
عنب,عِنَبٌ,1,عنب
عنبر,عَنْبَرٌ,1,عنبر
عنتر,عَنْتَرٌ,1,عنتر
عندليب,عَنْدَلِيبٌ,1,عندليب
عنصر,عُنْصُرٌ,1,عنصر
عنكب,عَنْكَبٌ,1,عنكب
عنكبوت,عَنْكَبُوتٌ,1,عنكبوت
عهاد,عِهَادٌ,1,عهد
معهد,مَعْهَدٌ,1,عهد
عاهن,عَاهِن,1,عهن
عيد,عِيدٌ,1,عود
عيال,عِيَالٌ,1,عيل
عيل,عَيِّل,1,عيل
معاب,مَعَابٌ,1,عيب
عير,عِيرٌ,1,عير
معيار,مِعْيَارٌ,1,عير
عيل,عَيِّلٌ,1,عيل
غاق,غَاقٌ,1,غاق
غرام,غِرَامٌ,1,غرام
غدير,غَدِيرٌ,1,غدر
غراب,غُرَابٌ,1,غراب
غربال,غِرْبَالٌ,1,غربل
أغرود,أُغْرود,1,غرد
غربيب,غِرْبِيبٌ,1,غرب
مغرز,مَغْرِزٌ,1,غرز
غرض,غَرَضٌ,1,غرض
غرغر,غِرْغِرٌ,1,غرغر
غراف,غُرَّافٌ,1,غرف
غرنوق,غُرْنُوقٌ,1,غرنوق
غزال,غَزَالٌ,1,غزال
مغزل,مِغْزَلٌ,1,غزل
غسل,غِسْلٌ,1,غسل
غسول,غَسُولٌ,1,غسل
مغتسل,مُغْتَسَلٌ,1,غسل
مغسل,مِغْسَلٌ,1,غسل
مغسل,مَغْسِلٌ,1,غسل
غضروف,غُضْرُوفٌ,1,غضرف
مغطس,مَغْطِسٌ,1,غطس
غلاف,غِلاَفٌ,1,غلف
مغلاق,مِغْلاَقٌ,1,غلق
مغلق,مِغْلَقٌ,1,غلق
غلل,غَلَلٌ,1,غلل
غلام,غُلاَمٌ,1,غلم
غمد,غِمْدٌ,1,غمد
مغنم,مَغْنَمٌ,1,غنم
غيهب,غَيْهَبٌ,1,غهب
غوبر,غَوْبَرٌ,1,غوبر
غار,غَارٌ,1,غرر
غول,غُولٌ,1,غول
فؤاد,فُؤَادٌ,1,فءد
فادن,فَادِنٌ,1,فدي
فالج,فَالِجٌ,1,فلج
فانوس,فَانُوسٌ,1,فانوس
مفتاح,مِفْتَاحٌ,1,فتح
مفتن,مَفْتَن,1,فتن
مفتق,مَفْتَقٌ,1,فتق
فتيل,فَتِيلٌ,1,يلل
فخ,فَخٌّ,1,فخخ
تفاريج,تَفَارِيجُ,1,فرج
تفراج,تِفْرَاج,1,فرج
فرجار,فِرْجَارٌ,1,فرجر
فرخ,فَرْخٌ,1,فرخ
أفراد,أَفْرَادٌ,1,ردد
فردوس,فِرْدَوْسٌ,1,فردس
إفريز,إِفْرِيزٌ,1,فرز
فرسخ,فَرْسَخٌ,1,رسخ
فريش,فَرِيشٌ,1,ريش
فرفور,فَرْفُورٌ,1,فرفور
فريق,فَرِيقٌ,1,ريق
إفرند,إِفْرِنْدٌ,1,فرن
فرند,فِرِنْدٌ,1,فرند
فرنك,فَرَنْكٌ,1,رنو
فرو,فَرْوٌ,1,روي
فروج,فَرُّوجٌ,1,روج
فسطاط,فُسْطَاطٌ,1,فسطاط
فص,فَصٌّ,1,فصي
فصيل,فَصِيلٌ,1,فصل
مفاصل,مَفَاصِلُ,1,فصل
فظائع,فَظَائِعُ,1,فظع
مفك,مِفَكٌّ,1,فكك
فولاذ,فُولاَذٌ,1,فلذ
فلز,فِلِزٌّ,1,لزز
فلس,فَلْسٌ,1,فلس
فيلسوف,فَيْلَسُوفٌ,1,فلسف
فلم,فِلْمٌ,1,
فلس,فَلْسٌ,1,فلس
فم,فَمٌ,1,فم
فنار,فَنَارٌ,1,نور
فنيك,فَنِيكٌ,1,فنن
فن,فَنٌّ,1,فنن
فوج,فَوْجٌ,1,فوج
فوق,فُوقٌ,1,
فاه,فَاهٌ,1,
قادوس,قَادُوسٌ,1,قادوس
قاووق,قَاوُوقٌ,1,قاووق
فيل,فِيلٌ,1,يلل
قبط,قِبْطٌ,1,قبط
قبقاب,قَبْقَابٌ,1,قبقب
مقبل,مُقَبِّلٌ,1,قبل
قحف,قِحْفٌ,1,قحف
مقدح,مِقْدَحٌ,1,قدح
قد,قُدٌّ,1,
قداس,قُدَّاسٌ,1,قدس
قاذور,قَاذُورٌ,1,قذر
قذال,قَذَالٌ,1,قذل
قراد,قُرَادٌ,1,قراد
قراب,قِرَابٌ,1,قرب
مقر,مَقَرٌّ,1,مقر
قرش,قَرْشٌ,1,قرش
قرش,قِرْشٌ,1,قرش
قراص,قُرَّاصٌ,1,قرص
قرص,قُرْصٌ,1,قرص
قيراط,قِيرَاطٌ,1,قرط
قرطاس,قِرْطَاسٌ,1,قرطس
قرميد,قِرْمِيدٌ,1,قرمد
قرنفل,قَرَنْفُلٌ,1,قرنفل
قسطل,قَسْطَلٌ,1,قسطل
قسم,قَسَمٌ,1,قسم
قسم,قِسْمٌ,1,قسم
قسيم,قَسِيمٌ,1,قسم
قصدير,قَصْدِيرٌ,1,قصدير
قصيل,قَصِيلٌ,1,قصيل
قضيب,قَضِيبٌ,1,قضب
قضاع,قُضَاعٌ,1,قضع
قطر,قُطْرٌ,1,قطر
تقطيع,تَقْطيعٌ,1,قطع
قطف,قِطْفٌ,1,قطف
قعال,قُعَالٌ,1,قعال
قفر,قَفْرٌ,1,قفر
قفاز,قُفَّازٌ,1,قفز
قالب,قَالَبٌ,1,قلب
تقليد,تَقْليد,1,قلد
قلس,قَلْسٌ,1,قلس
قلاع,قِلاَعٌ,1,قلع
قلع,قِلْعٌ,1,قلع
إقليم,إقْلِيمٌ,1,قلم
قلم,قَلَمٌ,1,قلم
قماش,قُمَاشٌ,1,قماش
قمح,قَمْحٌ,1,قمح
قطمير,قِطْمِيرٌ,1,قطمير
قاموس,قَامُوسٌ,1,قمس
قماط,قِمَاطٌ,1,قمط
قمطر,قِمَطْرٌ,1,قمطر
قميص,قَمِيصٌ,1,قميص
قنديل,قِنْدِيلٌ,1,قنديل
قنصل,قُنْصُلٌ,1,قنصل
قنطار,قِنْطَارٌ,1,قنطر
قناع,قِنَاعٌ,1,قوي
قنفذ,قُنْفُذٌ,1,قنفذ
قنو,قِنْوٌ,1,قني
قاب,قَابٌ,1,قوب
قوت,قُوتٌ,1,قوي
قوس,قَوْسٌ,1,قوس
قاع,قَاعٌ,1,قيع
مقام,مَقَامٌ,1,قوم
قيد,قَيْدٌ,1,قيد
قيدوم,قَيْدُومٌ,1,قيدوم
مقاس,مَقَاسٌ,1,قيس
قيصر,قَيْصَرٌ,1,قيصر
كأس,كَأْسٌ,1,كءس
كاغد,كَاغِدٌ,1,كاغد
كافور,كَافُورٌ,1,كافور
كامخ,كَامِخٌ,1,كامخ
كبود,كَبُّودٌ,1,كبد
كابوس,كَابُوسٌ,1,كبس
كتاف,كِتَافٌ,1,كتف
كتكوت,كَتْكُوتٌ,1,كتكت
كراث,كُرَّاثٌ,1,كراث
كراس,كُرَّاسٌ,1,كراس
كراع,كُرَاعٌ,1,كراع
كرباج,كُرْبَاجٌ,1,كرباج
كردينال,كَرْدِينَال,1,كردينال
كرز,كُرْزٌ,1,كرز
كرز,كَرَزٌ,1,كرز
كركوز,كَرْكُوزٌ,1,كركوز
كروموزوم,كُرُومُوزُوم,1,كروموزوم
كسر,كِسْرٌ,1,كسر
كسر,كَسْرٌ,1,كسر
مكشط,مِكْشَطٌ,1,كشط
كشك,كِشْكٌ,1,كوش
كشكول,كَشْكُولٌ,1,كشكول
كعك,كَعْكٌ,1,وكع
كفاف,كِفَافٌ,1,كعب
كلاب,كُلاَّبٌ,1,كلب
كلب,كَلِبٌ,1,كلب
كلب,كَلْبٌ,1,كلب
إكليل,إكْلِيلٌ,1,كلل
كلأ,كَلَأٌ,1,كلء
كلم,كَلْمٌ,1,كلم
كم,كِمٌّ,1,
كماد,كِمَادٌ,1,كمد
كمام,كِمَامٌ,1,كمم
كم,كُمٌّ,1,
كنيف,كَنِيفٌ,1,كنف
كهيرب,كُهَيْرِبٌ,1,كهرب
كهف,كَهْفٌ,1,كهف
كهل,كَهْلٌ,1,كهل
كوب,كُوبٌ,1,كوب
كوخ,كُوخٌ,1,كوخ
كوز,كُوزٌ,1,كوز
كاع,كَاعٌ,1,كوع
كوكب,كَوْكَبٌ,1,كوكب
كير,كِيرٌ,1,كور
لؤلؤ,لُؤْلُؤٌ,1,لءلء
لباس,لِبَاسٌ,1,بوس
لتيا,لَتَيَّا,1,لتيا
لثام,لِثَامٌ,1,لثم
لجام,لِجَامٌ,1,جوم
لص,لِصٌّ,1,لصص
لواذع,لَوَاذِعُ,1,لذع
لغد,لُغْدٌ,1,لغد
لغدود,لُغْدُودٌ,1,لغد
لغز,لُغْزٌ,1,لغز
لغز,لُغْزٌ,1,لغز
لقب,لَقَبٌ,1,لقب
لقلاق,لَقْلاَقٌ,1,لقلق
لولب,لَوْلَبٌ,1,لولب
لام,لاَمٌ,1,لوم
ليث,لَيْثٌ,1,لوث
ليف,لِيفٌ,1,ليف
مبذل,مِبْذَلٌ,1,مبذل
متر,مِتْرٌ,1,متر
متراس,مِتْرَاسٌ,1,متراس
متاع,مَتَاعٌ,1,متع
تمثال,تِمْثالٌ,1,مثل
مثال,مِثَالٌ,1,مثل
مثل,مَثَلٌ,1,
مثل,مِثْلٌ,1,
مجاج,مُجَاجٌ,1,مجج
مح,مُحٌّ,1,محح
مخ,مُخٌّ,1,ميخ
مخاط,مُخَاطٌ,1,مخط
مدد,مَدَدٌ,1,مدد
مرسح,مَرْسَحٌ,1,مرسح
مركاز,مِرْكَازٌ,1,مركاز
مزاج,مِزَاجٌ,1,مزج
مسد,مَسَدٌ,1,مسد
مشيج,مَشِيجٌ,1,مشج
مشط,مُشْطٌ,1,مشط
ممشط,مِمْشَطٌ,1,مشط
